Order ID,Product,Cost,Quantity Ordered, Price Each ,Order Date,Purchase Address,City,State,Zip,Total Price
176721,AAA Batteries (4-pack),2.691,4,2.99,4/26/2019,469 7th St,San Francisco,CA,94016,11.96
176722,27in 4K Gaming Monitor,350.991,5,389.99,4/1/2019,209 14th St,New York City,NY,10001,1949.95
176723,27in 4K Gaming Monitor,350.991,4,389.99,4/19/2019,613 12th St,Portland,OR,97035,1559.96
176724,Lightning Charging Cable,13.455,1,14.95,4/26/2019,34 12th St,San Francisco,CA,94016,14.95
176725,AA Batteries (4-pack),3.456,5,3.84,4/15/2019,630 14th St,San Francisco,CA,94016,19.2
176726,USB-C Charging Cable,10.755,3,11.95,4/13/2019,979 8th St,Los Angeles,CA,90001,35.85
176727,Lightning Charging Cable,13.455,1,14.95,4/14/2019,218 Hickory St,Los Angeles,CA,90001,14.95
176728,Lightning Charging Cable,13.455,3,14.95,4/21/2019,516 Park St,Atlanta,GA,30301,44.85
176729,USB-C Charging Cable,10.755,2,11.95,4/24/2019,637 9th St,Seattle,WA,98101,23.9
176730,Bose SoundSport Headphones,89.991,1,99.99,4/17/2019,403 Ridge St,New York City,NY,10001,99.99
176731,AAA Batteries (4-pack),2.691,3,2.99,4/21/2019,36 Lincoln St,San Francisco,CA,94016,8.97
176732,iPhone,630,4,700,4/23/2019,504 Wilson St,Dallas,TX,75001,2800
176733,20in Monitor,98.991,5,109.99,4/11/2019,575 Hickory St,San Francisco,CA,94016,549.95
176734,Apple Airpods Headphones,135,2,150,4/3/2019,611 Jackson St,New York City,NY,10001,300
176735,27in FHD Monitor,134.991,3,149.99,4/16/2019,802 Ridge St,Austin,TX,73301,449.97
176736,AA Batteries (4-pack),3.456,1,3.84,4/17/2019,421 2nd St,Los Angeles,CA,90001,3.84
176737,Apple Airpods Headphones,135,4,150,4/7/2019,109 Center St,Los Angeles,CA,90001,600
176738,AA Batteries (4-pack),3.456,5,3.84,4/3/2019,661 Center St,San Francisco,CA,94016,19.2
176739,34in Ultrawide Monitor,341.991,3,379.99,4/5/2019,730 6th St,Austin,TX,73301,1139.97
176739,Google Phone,540,5,600,4/5/2019,730 6th St,Austin,TX,73301,3000
176740,Bose SoundSport Headphones,89.991,1,99.99,4/24/2019,699 Washington St,Dallas,TX,75001,99.99
176741,USB-C Charging Cable,10.755,1,11.95,4/29/2019,990 Ridge St,San Francisco,CA,94016,11.95
176742,Wired Headphones,10.791,3,11.99,4/17/2019,115 Forest St,Los Angeles,CA,90001,35.97
176743,27in 4K Gaming Monitor,350.991,4,389.99,4/1/2019,570 11th St,Atlanta,GA,30301,1559.96
176744,Lightning Charging Cable,13.455,4,14.95,4/14/2019,937 Maple St,Los Angeles,CA,90001,59.8
176745,Wired Headphones,10.791,5,11.99,4/24/2019,461 Adams St,Los Angeles,CA,90001,59.95
176746,27in 4K Gaming Monitor,350.991,1,389.99,4/8/2019,638 Park St,Seattle,WA,98101,389.99
176747,Macbook Pro Laptop,1530,4,1700,4/27/2019,645 7th St,San Francisco,CA,94016,6800
176748,Flatscreen TV,270,1,300,4/24/2019,339 13th St,Boston,MA,2215,300
176749,ThinkPad Laptop,899.991,4,999.99,4/26/2019,322 Adams St,Seattle,WA,98101,3999.96
176750,AA Batteries (4-pack),3.456,5,3.84,4/13/2019,255 Cedar St,Austin,TX,73301,19.2
176751,AAA Batteries (4-pack),2.691,1,2.99,4/18/2019,258 4th St,San Francisco,CA,94016,2.99
176752,AA Batteries (4-pack),3.456,4,3.84,4/13/2019,665 Wilson St,San Francisco,CA,94016,15.36
176753,USB-C Charging Cable,10.755,5,11.95,4/1/2019,496 Adams St,Atlanta,GA,30301,59.75
176754,34in Ultrawide Monitor,341.991,4,379.99,4/2/2019,288 Forest St,Los Angeles,CA,90001,1519.96
176755,27in 4K Gaming Monitor,350.991,3,389.99,4/9/2019,825 Madison St,Seattle,WA,98101,1169.97
176756,27in FHD Monitor,134.991,5,149.99,4/5/2019,348 Lake St,New York City,NY,10001,749.95
176757,AA Batteries (4-pack),3.456,5,3.84,4/11/2019,79 Hickory St,Portland,OR,97035,19.2
176758,34in Ultrawide Monitor,341.991,1,379.99,4/18/2019,166 Highland St,San Francisco,CA,94016,379.99
176759,Lightning Charging Cable,13.455,2,14.95,4/6/2019,864 Main St,Los Angeles,CA,90001,29.9
176760,Wired Headphones,10.791,1,11.99,4/2/2019,813 Highland St,San Francisco,CA,94016,11.99
176761,Apple Airpods Headphones,135,3,150,4/26/2019,830 2nd St,San Francisco,CA,94016,450
176762,AA Batteries (4-pack),3.456,3,3.84,4/18/2019,977 1st St,Seattle,WA,98101,11.52
176763,USB-C Charging Cable,10.755,5,11.95,4/25/2019,638 Johnson St,San Francisco,CA,94016,59.75
176764,Wired Headphones,10.791,5,11.99,4/16/2019,652 Center St,Atlanta,GA,30301,59.95
176765,USB-C Charging Cable,10.755,1,11.95,4/14/2019,729 Ridge St,San Francisco,CA,94016,11.95
176766,AA Batteries (4-pack),3.456,3,3.84,4/21/2019,84 Johnson St,Boston,MA,2215,11.52
176767,27in 4K Gaming Monitor,350.991,4,389.99,4/9/2019,205 4th St,Atlanta,GA,30301,1559.96
176768,Wired Headphones,10.791,1,11.99,4/4/2019,643 Spruce St,Los Angeles,CA,90001,11.99
176769,AA Batteries (4-pack),3.456,2,3.84,4/29/2019,206 10th St,San Francisco,CA,94016,7.68
176770,Wired Headphones,10.791,5,11.99,4/8/2019,345 Church St,San Francisco,CA,94016,59.95
176771,Lightning Charging Cable,13.455,2,14.95,4/24/2019,403 11th St,New York City,NY,10001,29.9
176772,AA Batteries (4-pack),3.456,5,3.84,4/10/2019,426 14th St,New York City,NY,10001,19.2
176773,AAA Batteries (4-pack),2.691,4,2.99,4/25/2019,30 9th St,Portland,ME,4101,11.96
176774,Lightning Charging Cable,13.455,2,14.95,4/25/2019,372 Church St,Los Angeles,CA,90001,29.9
176774,USB-C Charging Cable,10.755,5,11.95,4/25/2019,372 Church St,Los Angeles,CA,90001,59.75
176775,USB-C Charging Cable,10.755,1,11.95,4/1/2019,975 Forest St,San Francisco,CA,94016,11.95
176776,Bose SoundSport Headphones,89.991,5,99.99,4/24/2019,613 Washington St,Seattle,WA,98101,499.95
176777,Apple Airpods Headphones,135,1,150,4/14/2019,163 Jackson St,Portland,OR,97035,150
176778,34in Ultrawide Monitor,341.991,4,379.99,4/12/2019,201 Madison St,San Francisco,CA,94016,1519.96
176779,27in FHD Monitor,134.991,3,149.99,4/4/2019,351 Park St,Atlanta,GA,30301,449.97
176780,Lightning Charging Cable,13.455,1,14.95,4/18/2019,52 Walnut St,New York City,NY,10001,14.95
176781,iPhone,630,5,700,4/3/2019,976 Hickory St,Dallas,TX,75001,3500
176781,Lightning Charging Cable,13.455,1,14.95,4/3/2019,976 Hickory St,Dallas,TX,75001,14.95
176782,Apple Airpods Headphones,135,1,150,4/22/2019,993 13th St,San Francisco,CA,94016,150
176783,Apple Airpods Headphones,135,2,150,4/5/2019,926 North St,San Francisco,CA,94016,300
176784,AAA Batteries (4-pack),2.691,1,2.99,4/8/2019,725 Madison St,Los Angeles,CA,90001,2.99
176785,Bose SoundSport Headphones,89.991,4,99.99,4/3/2019,533 Ridge St,Los Angeles,CA,90001,399.96
176786,20in Monitor,98.991,1,109.99,4/6/2019,701 North St,San Francisco,CA,94016,109.99
176787,Google Phone,540,5,600,4/14/2019,180 Pine St,Los Angeles,CA,90001,3000
176788,Bose SoundSport Headphones,89.991,2,99.99,4/15/2019,200 North St,New York City,NY,10001,199.98
176789,Lightning Charging Cable,13.455,5,14.95,4/21/2019,990 Meadow St,San Francisco,CA,94016,74.75
176790,AAA Batteries (4-pack),2.691,3,2.99,4/28/2019,689 9th St,Austin,TX,73301,8.97
176791,Google Phone,540,2,600,4/21/2019,908 Jackson St,Los Angeles,CA,90001,1200
176792,27in 4K Gaming Monitor,350.991,5,389.99,4/30/2019,772 11th St,Atlanta,GA,30301,1949.95
176793,Wired Headphones,10.791,2,11.99,4/17/2019,147 South St,San Francisco,CA,94016,23.98
176794,Lightning Charging Cable,13.455,2,14.95,4/10/2019,425 Adams St,Dallas,TX,75001,29.9
176795,Wired Headphones,10.791,2,11.99,4/13/2019,360 Center St,San Francisco,CA,94016,23.98
176796,Bose SoundSport Headphones,89.991,2,99.99,4/7/2019,5 2nd St,Los Angeles,CA,90001,199.98
176797,Google Phone,540,3,600,4/21/2019,923 Elm St,Los Angeles,CA,90001,1800
176797,Bose SoundSport Headphones,89.991,4,99.99,4/21/2019,923 Elm St,Los Angeles,CA,90001,399.96
176797,Wired Headphones,10.791,3,11.99,4/21/2019,923 Elm St,Los Angeles,CA,90001,35.97
176798,iPhone,630,1,700,4/6/2019,445 Jefferson St,Atlanta,GA,30301,700
176799,Wired Headphones,10.791,1,11.99,4/3/2019,452 Spruce St,Portland,OR,97035,11.99
176800,Lightning Charging Cable,13.455,2,14.95,4/9/2019,766 West St,Atlanta,GA,30301,29.9
176801,Vareebadd Phone,360,1,400,4/28/2019,125 North St,San Francisco,CA,94016,400
176802,AA Batteries (4-pack),3.456,4,3.84,4/29/2019,627 12th St,Boston,MA,2215,15.36
176803,AA Batteries (4-pack),3.456,4,3.84,4/1/2019,649 7th St,Austin,TX,73301,15.36
176804,Bose SoundSport Headphones,89.991,3,99.99,4/21/2019,690 Walnut St,Seattle,WA,98101,299.97
176805,Google Phone,540,3,600,4/1/2019,91 Lincoln St,Portland,OR,97035,1800
176805,USB-C Charging Cable,10.755,2,11.95,4/1/2019,91 Lincoln St,Portland,OR,97035,23.9
176806,Macbook Pro Laptop,1530,5,1700,4/22/2019,197 Cherry St,Austin,TX,73301,8500
176807,USB-C Charging Cable,10.755,4,11.95,4/21/2019,758 Hill St,Seattle,WA,98101,47.8
176808,Google Phone,540,1,600,4/28/2019,933 Meadow St,San Francisco,CA,94016,600
176808,Wired Headphones,10.791,2,11.99,4/28/2019,933 Meadow St,San Francisco,CA,94016,23.98
176809,Bose SoundSport Headphones,89.991,2,99.99,4/19/2019,278 13th St,San Francisco,CA,94016,199.98
176810,AAA Batteries (4-pack),2.691,5,2.99,4/30/2019,86 Meadow St,Atlanta,GA,30301,14.95
